전체부서명,문서명,최종결재자직위,1단계,2단계,3단계,4단계,5단계,단위과제명,단위과제카드명,등급,직위,label,__index_level_0__
경기도하남시 복지교육국 노인장애인복지과,2019년도「노인요양시설 확충」국고보조금 정산서 제출,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,B,과장,1,104
경기도하남시 복지교육국 노인장애인복지과,노인의료복지시설 시설장 변경에 따른 결격사유 조회 의뢰,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,D,과장,3,105
경기도하남시 복지교육국 노인장애인복지과,2020년 1월 저소득 노인가구 건강보험료 지원대상자 명단 통보,노인복지팀장,사회복지,노인청소년,노인생활안정,노인복지재정지원,노인복지증진시책수립및추진,저소득노인가구건강보험료지급,저소득노인가구건강보험료지급,D,팀장,3,106
경기도하남시 복지교육국 노인장애인복지과,(gbg190516)경복궁노인전문요양원 시설장 변경 보고,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,C,과장,2,107
경기도하남시 복지교육국 노인장애인복지과,장애인전용주차구역 위반 과태료 부과처분 의견제출에 대한 회신(김원자_06수1517),노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,재가복지사업관리,장애인전용주차구역단속,장애인전용주차구역단속,D,과장,3,108
경기도하남시 복지교육국 노인장애인복지과,장애인전용주차구역 위반 과태료 부과처분 의견제출에 대한 회신(김미희_51마5381),노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,재가복지사업관리,장애인전용주차구역단속,장애인전용주차구역단속,D,과장,3,109
경기도하남시 복지교육국 노인장애인복지과,장애인전용주차구역 위반 과태료 부과처분 의견제출에 대한 회신(김경환_08우7960),노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,재가복지사업관리,장애인전용주차구역단속,장애인전용주차구역단속,D,과장,3,110
경기도하남시 복지교육국 노인장애인복지과,복지대상자선정(일반수급자->시설수급자)/해오름요양센터 최*식,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,D,과장,3,111
경기도하남시 복지교육국 노인장애인복지과,2020년 제1차 발달장애인 활동서비스 제공인력 교육 홍보,노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,재가복지사업관리,장애인복지바우처사업,장애인복지바우처사업,D,과장,3,112
경기도하남시 복지교육국 노인장애인복지과,장기재직휴가 신청서,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지정책및운영,노인복지증진시책수립및추진,노인복지일반,노인복지일반,,과장,,113
경기도하남시 복지교육국 노인장애인복지과,2020년 마루공원 운영수입 세입조치(20200203),노인장애인복지과장,사회복지,사회복지일반,장묘,장묘시설관리,장사시설운영관리,마루공원세입조치,마루공원세입조치,D,과장,3,114
경기도하남시 복지교육국 노인장애인복지과,주민등록상 만65세이상 독거노인 현황 자료 요청,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인돌봄서비스운영,노인돌봄서비스운영,C,과장,2,115
경기도하남시 복지교육국 노인장애인복지과,2020년 장애인복지기금 공모사업 지원계획,노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,장애인복지증진시책수립및추진,장애인복지기금관리,장애인복지기금관리,B,과장,1,116
경기도하남시 복지교육국 노인장애인복지과,시책추진업무추진비 지급,노인장애인복지과장,일반공공행정,일반행정,일반행정지원,과공통일반사무,예산회계서무,회계일반,회계일반,D,과장,3,117
경기도하남시 복지교육국 노인장애인복지과,사회서비스 제공자료(노인돌봄종합서비스) 이관 요청,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인돌봄서비스운영,노인돌봄서비스운영,C,과장,2,118
경기도하남시 복지교육국 노인장애인복지과,지방보조금 교부결정 및 자금교부 통보(영락재가노인지원서비스센터),노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지정책및운영,노인복지증진시책수립및추진,노인복지예산,노인복지예산,D,과장,3,119
경기도하남시 복지교육국 노인장애인복지과,지방보조금 교부결정 및 자금교부 통보((사)대한노인회하남시지회),노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지정책및운영,노인복지증진시책수립및추진,노인복지예산,노인복지예산,D,과장,3,120
경기도하남시 복지교육국 노인장애인복지과,지방보조금 교부결정 및 자금교부 통보(하남시미사강변종합사회복지관),노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지정책및운영,노인복지증진시책수립및추진,노인복지예산,노인복지예산,D,과장,3,121
경기도하남시 복지교육국 노인장애인복지과,지방보조금 교부결정 및 자금교부 통보(하남실버인력뱅크),노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지정책및운영,노인복지증진시책수립및추진,노인복지예산,노인복지예산,D,과장,3,122
경기도하남시 복지교육국 노인장애인복지과,신종 코로나바이러스 감염증 관련 노인맞춤돌봄서비스 업무지침 추가 안내,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인돌봄서비스운영,노인돌봄서비스운영,D,과장,3,123
경기도하남시 복지교육국 노인장애인복지과,신종 코로나바이러스 감염증 관련 취약노인 보호 대책,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지정책및운영,노인복지증진시책수립및추진,노인복지일반,노인복지일반,D,과장,3,124
경기도하남시 복지교육국 노인장애인복지과,복지대상자선정(일반수급자->시설수급자)/낮은소리의집 이*용,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,D,과장,3,125
경기도하남시 복지교육국 노인장애인복지과,(진요양원보배진점)2020년 예산서 제출 / 폐업예정기관,노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,B,과장,1,126
경기도하남시 복지교육국 노인장애인복지과,출장결과 보고서(코로나바이러스 확산 방지 노인복지시설 조치사항 현장 확인),노인장애인복지과장,사회복지,노인청소년,노인생활안정,노인복지시설운영지도,노인복지시설(법인)인허가,노인복지시설관리,노인복지시설관리,C,과장,2,127
경기도하남시 복지교육국 노인장애인복지과,2019년 회계연도 성과보고서 작성을 위한 장애인직업재활시설 실적자료 제출,노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,장애인복지증진시책수립및추진,장애인복지예산,장애인복지예산,C,과장,2,128
경기도하남시 복지교육국 노인장애인복지과,출장결과 보고서(지역사회보장협의체 장애인분과 회의참석),노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,장애인복지증진시책수립및추진,장애인단체일반,장애인 단체지원 및 관리,C,과장,2,129
경기도하남시 복지교육국 노인장애인복지과,"2019년 장애인복지시설 도비보조사업(4종,7종) 정산내역 및 추진실적 제출",노인장애인복지과장,사회복지,취약계층지원,장애인생활안정지원,장애인복지사업및정책,장애인복지증진시책수립및추진,장애인복지예산,장애인복지예산,B,과장,1,130
